Amenity Type,latitude,longitude,label
bar,28.6332767,77.2238762,0
bar,28.6415015,77.2160786,0
bar,28.6314049,77.2204463,0
bar,28.6384132,77.2104056,0
bar,28.6411301,77.212683,0
bar,28.6339043,77.2208954,0
bar,28.5998657,77.2261108,0
bar,28.6307208,77.2210523,0
bar,28.5999612,77.2262647,0
bar,28.6306047,77.2198405,0
bar,28.6314083,77.220584,0
bar,28.6296803,77.2220055,0
bar,28.5844433,77.2266538,0
bar,28.5748429,77.2380497,0
bar,28.6311254,77.2209039,0
bar,28.6310486,77.2207857,0
bar,28.6301159,77.2197367,0
bar,28.6318318,77.2168187,0
bar,28.6301911,77.2197452,0
bar,28.5999324,77.226627,0
bar,28.6329337,77.2226935,0
bar,28.6345412,77.2213209,0
bar,28.6334057,77.222623,0
bar,28.6291592,77.2197557,0
bar,28.5886555,77.1691254,0
bar,28.6344996,77.2175963,0
bar,28.6467989,77.1893561,0
cafe,28.6428339,77.186576,1
cafe,28.6410051,77.2125387,1
cafe,28.6407272,77.2111472,1
cafe,28.6321974,77.2177075,1
cafe,28.6002007,77.2273465,1
cafe,28.5681853,77.2192919,1
cafe,28.6318506,77.2163093,1
cafe,28.6626659,77.2339069,1
cafe,28.6016349,77.1859966,1
cafe,28.6302915,77.2204826,1
cafe,28.6409134,77.2104527,1
cafe,28.6409875,77.2128901,1
cafe,28.6269741,77.2202933,1
cafe,28.5997702,77.2261911,1
cafe,28.5798966,77.2220134,1
cafe,28.6417215,77.2147806,1
cafe,28.6314625,77.2206262,1
cafe,28.645479,77.2163699,1
cafe,28.6504719,77.2303091,1
cafe,28.5849603,77.2266279,1
cafe,28.6334848,77.2181289,1
cafe,28.6131498,77.2426321,1
cafe,28.6491519,77.232748,1
cafe,28.6315876,77.2222789,1
cafe,28.5744593,77.2291993,1
cafe,28.6343655,77.2179596,1
cafe,28.64467,77.2402214,1
cafe,28.6339716,77.2180188,1
cafe,28.650606,77.2295833,1
cafe,28.6303838,77.2207212,1
cafe,28.5784821,77.2383126,1
cafe,28.6343528,77.2220221,1
cafe,28.6299698,77.2229648,1
cafe,28.6330613,77.2198505,1
cafe,28.6383221,77.1805949,1
cafe,28.6309899,77.2218384,1
cafe,28.6343112,77.2194624,1
cafe,28.6336036,77.2178165,1
cafe,28.6343601,77.2182711,1
cafe,28.6405754,77.2117485,1
cafe,28.587778,77.1675315,1
cafe,28.6514487,77.1591527,1
cafe,28.6288925,77.2186728,1
cafe,28.6342664,77.2180918,1
cafe,28.6090339,77.2296678,1
cafe,28.5671729,77.213153,1
cafe,28.6357531,77.2205669,1
cafe,28.6296999,77.1797945,1
cafe,28.600863,77.2270634,1
cafe,28.6267988,77.2197099,1
cafe,28.6301326,77.2199077,1
cafe,28.6339819,77.2185238,1
cafe,28.5903723,77.2524954,1
cafe,28.5998699,77.2263436,1
cafe,28.6002371,77.2274371,1
cafe,28.6331479,77.2196843,1
cafe,28.5997174,77.2261777,1
cafe,28.5997717,77.2261395,1
cafe,28.633884,77.2184716,1
cafe,28.6452103,77.1954815,1
cafe,28.6534474,77.2399354,1
cafe,28.632997,77.2190193,1
cafe,28.6310504,77.2219404,1
cafe,28.645817,77.2154412,1
cafe,28.6347571,77.2184665,1
cafe,28.5908601,77.2563801,1
cafe,28.6328859,77.2227714,1
cafe,28.6482157,77.2001362,1
cafe,28.588688,77.1691745,1
cafe,28.588414,77.1686436,1
cafe,28.5886031,77.1689683,1
cafe,28.5885827,77.1690539,1
cafe,28.5884966,77.1688106,1
cafe,28.5881876,77.1682611,1
cafe,28.5879768,77.1688142,1
cafe,28.5878444,77.1675983,1
cafe,28.5878311,77.1675464,1
cafe,28.5877303,77.1672874,1
cafe,28.588064,77.1679012,1
cafe,28.5880537,77.1679015,1
cafe,28.5876277,77.1686816,1
cafe,28.5877898,77.1684033,1
cafe,28.5880515,77.1682334,1
cafe,28.5880081,77.1677761,1
cafe,28.5879971,77.1677583,1
cafe,28.5882442,77.168369,1
cafe,28.5875478,77.1686825,1
cafe,28.5875721,77.1685498,1
cafe,28.6333646,77.2226483,1
cafe,28.5875537,77.1686987,1
cafe,28.5870102,77.1704721,1
cafe,28.5931893,77.1645815,1
cafe,28.6440611,77.2014836,1
cafe,28.6610786,77.2273116,1
cafe,28.6188178,77.178503,1
fast_food,28.6457998,77.1722681,2
fast_food,28.6438105,77.1910019,2
fast_food,28.6388435,77.1838163,2
fast_food,28.6424922,77.1762685,2
fast_food,28.6562865,77.2341095,2
fast_food,28.6563937,77.2316218,2
fast_food,28.6350182,77.219418,2
fast_food,28.6561924,77.2306625,2
fast_food,28.6331146,77.2179776,2
fast_food,28.5883459,77.2536911,2
fast_food,28.656457,77.2300677,2
fast_food,28.657401,77.2231422,2
fast_food,28.6405917,77.2108939,2
fast_food,28.6301576,77.2197258,2
fast_food,28.6336816,77.2210924,2
fast_food,28.5853563,77.1915395,2
fast_food,28.5839783,77.1915598,2
fast_food,28.6467705,77.2129317,2
fast_food,28.6322738,77.2162739,2
fast_food,28.5696026,77.1938516,2
fast_food,28.5683377,77.1889265,2
fast_food,28.630206,77.2200866,2
fast_food,28.6320509,77.2163058,2
fast_food,28.6560137,77.2334875,2
fast_food,28.5679494,77.24126,2
fast_food,28.6297305,77.2201372,2
fast_food,28.6317854,77.2159495,2
fast_food,28.6270891,77.2197178,2
fast_food,28.63412,77.2222423,2
fast_food,28.6321991,77.2163026,2
fast_food,28.5702091,77.2375367,2
fast_food,28.6563366,77.2318879,2
fast_food,28.5761428,77.1950445,2
fast_food,28.576488,77.1949983,2
fast_food,28.5761271,77.1950032,2
fast_food,28.5762197,77.1950079,2
fast_food,28.6342788,77.2176384,2
fast_food,28.6006978,77.2273002,2
fast_food,28.6429706,77.2226296,2
fast_food,28.6316182,77.2222311,2
fast_food,28.5859501,77.2136701,2
fast_food,28.6421748,77.2183515,2
fast_food,28.6310681,77.2147904,2
fast_food,28.6315538,77.2162363,2
fast_food,28.6333172,77.2226137,2
fast_food,28.6440134,77.20095,2
fast_food,28.5688043,77.2473905,2
fast_food,28.5670067,77.2468669,2
fast_food,28.5665923,77.2466439,2
fast_food,28.5691758,77.2405932,2
fast_food,28.633622,77.2222396,2
fast_food,28.6496555,77.232837,2
fast_food,28.5700423,77.2410573,2
fast_food,28.5899247,77.2195873,2
fast_food,28.5755451,77.2092905,2
fast_food,28.6451021,77.1696998,2
fast_food,28.5692288,77.220737,2
fast_food,28.6305945,77.220264,2
fast_food,28.6407857,77.213179,2
fast_food,28.6471993,77.2359366,2
fast_food,28.5686807,77.2443637,2
fast_food,28.6440465,77.2124248,2
fast_food,28.5708038,77.2399593,2
fast_food,28.5689024,77.188864,2
fast_food,28.6347974,77.2201885,2
fast_food,28.6288935,77.2187659,2
fast_food,28.6305923,77.2172927,2
fast_food,28.5816234,77.2206837,2
fast_food,28.578258,77.2387357,2
fast_food,28.5845777,77.2264117,2
fast_food,28.6302271,77.2202118,2
fast_food,28.6249306,77.23039,2
fast_food,28.6279832,77.2198697,2
fast_food,28.5827409,77.2526157,2
fast_food,28.6248527,77.2156648,2
fast_food,28.6249403,77.2156614,2
fast_food,28.6438875,77.2406405,2
fast_food,28.6348478,77.2194897,2
fast_food,28.6301065,77.2174139,2
fast_food,28.6455023,77.1690752,2
fast_food,28.566179,77.2329027,2
fast_food,28.570877,77.2389934,2
fast_food,28.6077887,77.2299971,2
fast_food,28.6563599,77.2401467,2
fast_food,28.6594311,77.2422113,2
fast_food,28.6433132,77.214524,2
fast_food,28.571436,77.2382812,2
fast_food,28.6487643,77.1910046,2
fast_food,28.6481265,77.1903707,2
fast_food,28.6504443,77.1923023,2
fast_food,28.6504097,77.1922798,2
fast_food,28.6465831,77.189438,2
fast_food,28.6341122,77.2209068,2
fast_food,28.6023974,77.2405965,2
fast_food,28.6006559,77.2257406,2
fast_food,28.6331974,77.2198123,2
fast_food,28.63318,77.2197729,2
fast_food,28.6331724,77.2196516,2
fast_food,28.6331663,77.2197446,2
fast_food,28.6331519,77.2197157,2
fast_food,28.6342866,77.2215574,2
fast_food,28.6335298,77.2220619,2
fast_food,28.6334888,77.2196554,2
fast_food,28.6323267,77.21918,2
fast_food,28.6324163,77.2190679,2
fast_food,28.6568301,77.2244423,2
fast_food,28.5697762,77.2380617,2
fast_food,28.5697954,77.237749,2
fast_food,28.6293136,77.220411,2
fast_food,28.5811477,77.2421618,2
fast_food,28.5812912,77.241878,2
fast_food,28.6431435,77.2214256,2
fast_food,28.6431932,77.2214202,2
fast_food,28.6430902,77.2214359,2
fast_food,28.6429353,77.2214586,2
fast_food,28.564025,77.2196882,2
fast_food,28.5694952,77.2393039,2
fast_food,28.5687188,77.2413418,2
fast_food,28.6444124,77.1882702,2
fast_food,28.6253125,77.2338358,2
fast_food,28.6332285,77.219734,2
fast_food,28.6333802,77.2194422,2
fast_food,28.6333849,77.219661,2
fast_food,28.633353,77.2196492,2
fast_food,28.6334612,77.219466,2
fast_food,28.633415,77.2196719,2
fast_food,28.6334041,77.219449,2
fast_food,28.6334328,77.2194567,2
fast_food,28.6333051,77.2196356,2
fast_food,28.6325951,77.2191445,2
fast_food,28.6324451,77.2194261,2
fast_food,28.6326411,77.2191628,2
fast_food,28.6325757,77.2193318,2
fast_food,28.6325182,77.2193042,2
fast_food,28.6327056,77.2191535,2
fast_food,28.6325862,77.2197653,2
fast_food,28.6325515,77.2193179,2
fast_food,28.6349668,77.2220253,2
fast_food,28.6448879,77.1930892,2
fast_food,28.6303945,77.2200943,2
fast_food,28.6302373,77.2218751,2
fast_food,28.6306564,77.221806,2
fast_food,28.6324593,77.2190911,2
fast_food,28.6296343,77.2323808,2
fast_food,28.5683747,77.2196408,2
fast_food,28.6293719,77.2319366,2
fast_food,28.569146,77.2438626,2
fast_food,28.6324882,77.2161512,2
fast_food,28.6391518,77.2084471,2
fast_food,28.6482341,77.2001091,2
fast_food,28.5884323,77.1686362,2
fast_food,28.588561,77.168842,2
fast_food,28.5878191,77.1683809,2
fast_food,28.5882233,77.1683218,2
fast_food,28.5876554,77.1696751,2
fast_food,28.5876245,77.168865,2
fast_food,28.5878558,77.1690366,2
fast_food,28.5870775,77.1703094,2
fast_food,28.58721,77.1705383,2
fast_food,28.587092,77.1706094,2
fast_food,28.5871285,77.1705926,2
fast_food,28.6455843,77.209833,2
fast_food,28.5931062,77.1646281,2
fast_food,28.5691787,77.2389307,2
fast_food,28.5696167,77.2393669,2
fast_food,28.5699825,77.2395368,2
fast_food,28.5894472,77.2525209,2
fast_food,28.626621,77.2328795,2
fast_food,28.6440102,77.2012615,2
fast_food,28.6330025,77.2226872,2
fast_food,28.5763116,77.1950031,2
fast_food,28.5764429,77.1950404,2
fast_food,28.5763677,77.1950447,2
fast_food,28.5764424,77.195001,2
fast_food,28.5682188,77.2216909,2
fast_food,28.6327701,77.2221893,2
fast_food,28.6465675,77.1877558,2
fast_food,28.6467732,77.1879984,2
fast_food,28.5895332,77.1690955,2
fast_food,28.6264316,77.2122984,2
fast_food,28.5692578,77.2428433,2
food_court,28.6297651,77.2224663,3
food_court,28.630164,77.2230255,3
ice_cream,28.6348833,77.2221046,4
ice_cream,28.6474152,77.2288691,4
ice_cream,28.6476472,77.2269058,4
ice_cream,28.5714856,77.2373191,4
ice_cream,28.6351241,77.2212339,4
ice_cream,28.6351364,77.2218513,4
ice_cream,28.5699324,77.2199272,4
ice_cream,28.6316576,77.2161886,4
ice_cream,28.6495788,77.1916033,4
ice_cream,28.6274773,77.2195781,4
ice_cream,28.6421293,77.1859843,4
ice_cream,28.6301157,77.2199015,4
ice_cream,28.607961,77.2296189,4
ice_cream,28.6079309,77.2296182,4
ice_cream,28.6346493,77.2218207,4
ice_cream,28.6350396,77.2219494,4
ice_cream,28.6349855,77.2220055,4
ice_cream,28.6347065,77.2222726,4
ice_cream,28.6296135,77.2324003,4
ice_cream,28.5885311,77.168857,4
ice_cream,28.5880117,77.1678041,4
ice_cream,28.587163,77.1690583,4
ice_cream,28.6343083,77.2221112,4
ice_cream,28.6454704,77.1888422,4
pub,28.6405551,77.2107627,5
pub,28.5876445,77.1671767,5
restaurant,28.5663466,77.2340571,6
restaurant,28.6407045,77.2105994,6
restaurant,28.635243,77.2196937,6
restaurant,28.6334431,77.2084285,6
restaurant,28.6253844,77.2181175,6
restaurant,28.5995254,77.226395,6
restaurant,28.6297269,77.2320267,6
restaurant,28.629465,77.2318985,6
restaurant,28.6409319,77.2137081,6
restaurant,28.641034,77.213836,6
restaurant,28.6169212,77.225998,6
restaurant,28.6494286,77.2337411,6
restaurant,28.6461911,77.2400153,6
restaurant,28.6323764,77.2172154,6
restaurant,28.589224,77.225738,6
restaurant,28.6306895,77.2160507,6
restaurant,28.6353527,77.220063,6
restaurant,28.6411417,77.2137445,6
restaurant,28.6337495,77.2230833,6
restaurant,28.6409844,77.2137687,6
restaurant,28.6414451,77.2132453,6
restaurant,28.6403009,77.2131013,6
restaurant,28.6025805,77.2409575,6
restaurant,28.6309879,77.2197896,6
restaurant,28.5734423,77.2062342,6
restaurant,28.6342635,77.2190699,6
restaurant,28.6352724,77.220127,6
restaurant,28.5996402,77.2262942,6
restaurant,28.6334275,77.2080471,6
restaurant,28.645305,77.1785622,6
restaurant,28.6410445,77.2105515,6
restaurant,28.6410923,77.2126799,6
restaurant,28.6337656,77.2213244,6
restaurant,28.6303156,77.2206535,6
restaurant,28.6411171,77.2144269,6
restaurant,28.6408661,77.2103053,6
restaurant,28.6303463,77.217545,6
restaurant,28.6298048,77.2204846,6
restaurant,28.6420621,77.2179887,6
restaurant,28.6005777,77.2273349,6
restaurant,28.6328293,77.2172007,6
restaurant,28.6412137,77.2147624,6
restaurant,28.6078499,77.2300673,6
restaurant,28.6452167,77.2110064,6
restaurant,28.6424044,77.2103819,6
restaurant,28.6021414,77.2279557,6
restaurant,28.6298227,77.2205834,6
restaurant,28.6018922,77.1936521,6
restaurant,28.6495389,77.2335887,6
restaurant,28.6482081,77.2336645,6
restaurant,28.6336538,77.2211826,6
restaurant,28.6423302,77.2182562,6
restaurant,28.642273,77.218265,6
restaurant,28.6424057,77.2182489,6
restaurant,28.6424536,77.2182429,6
restaurant,28.6321017,77.2077833,6
restaurant,28.6405446,77.217099,6
restaurant,28.6409944,77.2127435,6
restaurant,28.6299114,77.2172701,6
restaurant,28.6465886,77.1957658,6
restaurant,28.6411046,77.2135151,6
restaurant,28.6478146,77.2399952,6
restaurant,28.6418156,77.2126057,6
restaurant,28.6353146,77.2206088,6
restaurant,28.6333695,77.2212936,6
restaurant,28.630182,77.2204075,6
restaurant,28.6006451,77.2275063,6
restaurant,28.6409867,77.2108048,6
restaurant,28.6275145,77.2198691,6
restaurant,28.6307517,77.2205444,6
restaurant,28.6249108,77.2194157,6
restaurant,28.6078554,77.2296194,6
restaurant,28.6341541,77.218784,6
restaurant,28.6027056,77.1865603,6
restaurant,28.6579615,77.2233418,6
restaurant,28.6580128,77.2233194,6
restaurant,28.657558,77.2231804,6
restaurant,28.6005614,77.2273808,6
restaurant,28.5917587,77.2379033,6
restaurant,28.5641526,77.234189,6
restaurant,28.5640022,77.2341903,6
restaurant,28.6026965,77.2410926,6
restaurant,28.6353446,77.2203635,6
restaurant,28.5651736,77.1672697,6
restaurant,28.6411123,77.2136081,6
restaurant,28.5745561,77.229256,6
restaurant,28.6291804,77.219755,6
restaurant,28.6315666,77.2223238,6
restaurant,28.633169,77.2179864,6
restaurant,28.6339281,77.217254,6
restaurant,28.6337075,77.2169847,6
restaurant,28.6271703,77.2197132,6
restaurant,28.632007,77.2176823,6
restaurant,28.6578827,77.1888491,6
restaurant,28.6410202,77.2126034,6
restaurant,28.6407001,77.211572,6
restaurant,28.5676803,77.2472215,6
restaurant,28.5670801,77.2469115,6
restaurant,28.5674361,77.2466759,6
restaurant,28.6353515,77.2190315,6
restaurant,28.6323784,77.2213733,6
restaurant,28.6350577,77.2181263,6
restaurant,28.6344013,77.2214575,6
restaurant,28.6291307,77.2197582,6
restaurant,28.6298758,77.2210617,6
restaurant,28.627319,77.2326929,6
restaurant,28.6347294,77.2203803,6
restaurant,28.6325274,77.2223125,6
restaurant,28.6317221,77.22247,6
restaurant,28.6407442,77.211775,6
restaurant,28.6342714,77.2192315,6
restaurant,28.6342817,77.2190663,6
restaurant,28.5700511,77.2417581,6
restaurant,28.6409128,77.2136434,6
restaurant,28.5678415,77.1890504,6
restaurant,28.567241,77.1889413,6
restaurant,28.6305595,77.2212797,6
restaurant,28.634703,77.2205246,6
restaurant,28.643686,77.1882167,6
restaurant,28.6497142,77.2343609,6
restaurant,28.5877629,77.1674682,6
restaurant,28.5877769,77.1673736,6
restaurant,28.5846582,77.2231435,6
restaurant,28.6209452,77.2180853,6
restaurant,28.6022338,77.1861298,6
restaurant,28.6016675,77.186001,6
restaurant,28.6021801,77.1861058,6
restaurant,28.6016518,77.1861386,6
restaurant,28.5786205,77.2385021,6
restaurant,28.6491686,77.2267524,6
restaurant,28.6477274,77.1960745,6
restaurant,28.5689762,77.1848546,6
restaurant,28.5732664,77.2306604,6
restaurant,28.6344467,77.2220056,6
restaurant,28.6599133,77.2235649,6
restaurant,28.6345679,77.2219125,6
restaurant,28.6350184,77.2195254,6
restaurant,28.6345219,77.2225088,6
restaurant,28.6411587,77.2134007,6
restaurant,28.6287272,77.2229395,6
restaurant,28.6302728,77.1796827,6
restaurant,28.6310878,77.1828001,6
restaurant,28.6304108,77.2198181,6
restaurant,28.6303516,77.2207134,6
restaurant,28.6303321,77.2206386,6
restaurant,28.6303565,77.22068,6
restaurant,28.6303371,77.2206681,6
restaurant,28.6302128,77.2201334,6
restaurant,28.6303457,77.2208085,6
restaurant,28.6433841,77.1777613,6
restaurant,28.6421676,77.2373339,6
restaurant,28.5729599,77.2302558,6
restaurant,28.5732343,77.2306804,6
restaurant,28.6077855,77.2299247,6
restaurant,28.6077919,77.2297742,6
restaurant,28.6077837,77.2298805,6
restaurant,28.5737385,77.2299867,6
restaurant,28.5733288,77.2301396,6
restaurant,28.5731243,77.2302153,6
restaurant,28.6254773,77.2184377,6
restaurant,28.6009386,77.2272031,6
restaurant,28.6002956,77.2272837,6
restaurant,28.6323157,77.2226574,6
restaurant,28.6412498,77.2359617,6
restaurant,28.6346728,77.2180409,6
restaurant,28.6346501,77.2195319,6
restaurant,28.6336017,77.2221648,6
restaurant,28.6330893,77.2221821,6
restaurant,28.6349675,77.2201154,6
restaurant,28.6563053,77.224223,6
restaurant,28.6564638,77.2303234,6
restaurant,28.6567781,77.2242219,6
restaurant,28.6567782,77.2244765,6
restaurant,28.5840349,77.2267153,6
restaurant,28.6342696,77.2190501,6
restaurant,28.5847048,77.2238058,6
restaurant,28.5836613,77.2460571,6
restaurant,28.6429888,77.2214491,6
restaurant,28.6430383,77.2214437,6
restaurant,28.642164,77.2215364,6
restaurant,28.6331447,77.2179838,6
restaurant,28.5694739,77.2385975,6
restaurant,28.6321001,77.2213271,6
restaurant,28.6321251,77.2212883,6
restaurant,28.6315631,77.2162842,6
restaurant,28.6315236,77.2161783,6
restaurant,28.6000592,77.2261957,6
restaurant,28.6024732,77.2280844,6
restaurant,28.6025531,77.2281292,6
restaurant,28.6562798,77.2329761,6
restaurant,28.6410098,77.2104547,6
restaurant,28.6459236,77.215431,6
restaurant,28.6332625,77.2166944,6
restaurant,28.6516779,77.2327739,6
restaurant,28.5843006,77.1912731,6
restaurant,28.5842699,77.191336,6
restaurant,28.6289157,77.2197583,6
restaurant,28.6284596,77.2197378,6
restaurant,28.6390971,77.2085475,6
restaurant,28.6392155,77.2083548,6
restaurant,28.6481858,77.2001834,6
restaurant,28.5884383,77.1687482,6
restaurant,28.5886052,77.1690217,6
restaurant,28.5883016,77.1685409,6
restaurant,28.5887593,77.169349,6
restaurant,28.5884365,77.1686906,6
restaurant,28.587754,77.1673336,6
restaurant,28.5877126,77.1672986,6
restaurant,28.5879326,77.1676506,6
restaurant,28.5879227,77.1676561,6
restaurant,28.5880583,77.1678622,6
restaurant,28.5876755,77.1672039,6
restaurant,28.5881049,77.1683271,6
restaurant,28.5876693,77.1686234,6
restaurant,28.5880647,77.1679162,6
restaurant,28.5880774,77.168354,6
restaurant,28.5880853,77.1683903,6
restaurant,28.5878984,77.1684629,6
restaurant,28.5879312,77.1684346,6
restaurant,28.5879809,77.1684121,6
restaurant,28.587692,77.1684552,6
restaurant,28.587654,77.1684893,6
restaurant,28.5881502,77.1681711,6
restaurant,28.5876558,77.1689393,6
restaurant,28.5876392,77.1689042,6
restaurant,28.5875782,77.1687615,6
restaurant,28.5875653,77.1687263,6
restaurant,28.5653465,77.2398396,6
restaurant,28.5702867,77.2397201,6
restaurant,28.6296858,77.2260475,6
restaurant,28.6289688,77.2247681,6
restaurant,28.6260814,77.2330264,6
restaurant,28.6329669,77.2226585,6
restaurant,28.6329706,77.2226985,6
restaurant,28.633035,77.2226864,6
restaurant,28.5682868,77.2209969,6
restaurant,28.5761092,77.1950425,6
restaurant,28.644963,77.1897926,6
restaurant,28.6344804,77.2175301,6
restaurant,28.5846884,77.2234573,6
restaurant,28.6467726,77.1878823,6
restaurant,28.6469386,77.1879658,6
restaurant,28.6470426,77.1881214,6
restaurant,28.5684526,77.2455576,6
college,28.5778727,77.1845461,7
college,28.6384835,77.173365,7
college,28.5665107,77.2513052,7
college,28.5907293,77.2309735,7
college,28.5772735,77.1609638,7
kindergarten,28.5903058,77.2419,8
kindergarten,28.5803757,77.257053,8
kindergarten,28.5689757,77.1627474,8
kindergarten,28.6028862,77.2220107,8
language_school,28.5704608,77.2371259,9
language_school,28.5689101,77.2257334,9
language_school,28.5836421,77.2176258,9
library,28.6563835,77.2314822,10
library,28.6563695,77.2309239,10
library,28.5666919,77.2486547,10
library,28.566689,77.2485614,10
library,28.5844558,77.2248024,10
library,28.6295291,77.2337334,10
training,28.5882606,77.1685592,11
training,28.5650693,77.2485237,11
music_school,28.567241,77.2482732,12
music_school,28.5692469,77.2486371,12
music_school,28.5640924,77.2201443,12
school,28.5978094,77.1808404,13
school,28.573859,77.1842457,13
school,28.5697886,77.1783234,13
school,28.5712962,77.1781517,13
school,28.6016242,77.1686468,13
school,28.5968399,77.2253633,13
school,28.6535437,77.1658655,13
school,28.652348,77.1655973,13
school,28.6541792,77.1660801,13
school,28.6471225,77.1680059,13
school,28.6387283,77.1763691,13
school,28.6357621,77.1778604,13
school,28.6352772,77.1782466,13
school,28.6368309,77.1803119,13
school,28.6307618,77.1795502,13
school,28.6306394,77.1804675,13
school,28.6397954,77.1856155,13
school,28.6403133,77.1858677,13
school,28.6350118,77.2002755,13
school,28.6362148,77.2008393,13
school,28.5692131,77.2175752,13
school,28.6473887,77.169391,13
school,28.5760199,77.1652909,13
school,28.5743511,77.1727645,13
school,28.5721181,77.1638274,13
school,28.5730899,77.2335349,13
school,28.5722588,77.2359084,13
school,28.5866396,77.2523949,13
school,28.6327017,77.2303905,13
school,28.5768012,77.2397878,13
school,28.5695905,77.248199,13
school,28.6627534,77.2403662,13
school,28.633435,77.2008328,13
school,28.5806388,77.1899811,13
school,28.5762957,77.2391399,13
school,28.5947172,77.2477028,13
school,28.5872412,77.2165688,13
school,28.5870203,77.2516215,13
